三清山 , /saːm˥.tsɛːŋ˥.saːn˥/ , cantonese
九寨沟 , /ɡɐu˧˥.dzaːĭ˨.kɐu˥/ , cantonese
二十三 , /jiː˨.aː˨.saːm˥/ , cantonese
二十八号 , /jiː˨.aː˨.baːt˧.hou˧˥/ , cantonese
云南 , /wɐn˨˩.laːm˨˩/ , cantonese
伴 , /buːn˨/ , cantonese
你 , /lei˩˧/ , cantonese
包住 , /baːŭ˥.dzyː˨/ , cantonese
包食 , /baːŭ˥.siːk˨/ , cantonese
十二 , /sɐp˨.jiː˨/ , cantonese
千四 , /tsiːn˥.sei˧/ , cantonese
南国旅 , /laːm˨˩.ɡɔːk˧.lœy˩˧/ , cantonese
去 , /hœy˧/ , cantonese
去到 , /hœy˧.dou˧/ , cantonese
去唔去 , /hœy˧.m˨˩.hœy˧/ , cantonese
双黄 , /sœːŋ˥.wɔːŋ˨˩/ , cantonese
叫 , /ɡiʊ˧/ , cantonese
听到 , /tɛːŋ˥.dou˧˥/ , cantonese
听得 , /tɛːŋ˥.dɐk˥/ , cantonese
咋 , /dzaː˥/ , cantonese
咯 , /lɔː˥/ , cantonese
品牌 , /bɐn˧˥.paːĭ˨˩/ , cantonese
哦 , /ɔː˥/ , cantonese
唉 , /aːĭ˥/ , cantonese
唔 , /m˨˩/ , cantonese
啊 , /aː˥/ , cantonese
啦 , /laː˥/ , cantonese
喂 , /wɐi˧/ , cantonese
喔 , /wɔː˧/ , cantonese
嘛 , /maː˧/ , cantonese
四季如春 , /sei˧.ɡʷɐi˧.jyː˨˩.tsœːn˥/ , cantonese
四川 , /sei˧.tsyːn˥/ , cantonese
妄求 , /mɔːŋ˩˧.kɐu˨˩/ , cantonese
导游 , /dou˨.jɐu˨˩/ , cantonese
导游费 , /dou˨.jɐu˨˩.fɐi˧/ , cantonese
少少 , /siʊ˧˥.siʊ˧˥/ , cantonese
山西 , /saːn˥.sɐi˥/ , cantonese
工程 , /ɡuːŋ˥.tsiːŋ˨˩/ , cantonese
